id,status,total,created_at,customer_name
32625,CONFIRMED,7598,2025-07-07T00:00:00,Grace
32626,DRAFT,9213,2025-04-19T00:00:00,Iris
32627,CONFIRMED,4319,2025-07-12T00:00:00,Dave
32628,CONFIRMED,6874,2025-07-14T00:00:00,Iris
32629,CONFIRMED,6354,2025-04-22T00:00:00,Jack
32630,CONFIRMED,2864,2025-03-02T00:00:00,Eve
32631,SHIPPED,4800,2025-08-22T00:00:00,Henry
32632,CONFIRMED,935,2025-05-25T00:00:00,Henry
32633,SHIPPED,4924,2025-08-21T00:00:00,Alice
32634,CONFIRMED,4711,2025-03-06T00:00:00,Grace
32635,CONFIRMED,4588,2025-09-24T00:00:00,Henry
32636,CANCELLED,6961,2025-12-13T00:00:00,Jack
32637,SHIPPED,6190,2025-05-23T00:00:00,Henry
32638,CONFIRMED,9034,2025-04-20T00:00:00,Grace
32639,CONFIRMED,6881,2025-06-05T00:00:00,Bob
32640,SHIPPED,5053,2025-02-02T00:00:00,Carol
32641,CONFIRMED,7320,2025-07-13T00:00:00,Frank
32642,CANCELLED,5689,2025-10-01T00:00:00,Jack
32643,CONFIRMED,9703,2025-11-15T00:00:00,Alice
32644,SHIPPED,6112,2025-12-29T00:00:00,Eve
32645,CANCELLED,997,2025-05-24T00:00:00,Dave
32646,SHIPPED,9081,2025-12-23T00:00:00,Jack
32647,SHIPPED,3035,2025-01-03T00:00:00,Henry
32648,CONFIRMED,4358,2025-11-14T00:00:00,Henry
32649,CONFIRMED,3295,2025-07-26T00:00:00,Carol
32650,CANCELLED,7861,2025-05-18T00:00:00,Frank
32651,SHIPPED,5986,2025-12-18T00:00:00,Dave
32652,CONFIRMED,1930,2025-09-16T00:00:00,Carol
32653,SHIPPED,2211,2025-06-26T00:00:00,Iris
32654,SHIPPED,5974,2025-06-18T00:00:00,Carol
32655,CONFIRMED,1223,2025-02-15T00:00:00,Eve
32656,CONFIRMED,3613,2025-11-04T00:00:00,Henry
32657,CONFIRMED,5219,2025-07-11T00:00:00,Carol
32658,SHIPPED,575,2025-07-26T00:00:00,Alice
32659,SHIPPED,7813,2025-12-11T00:00:00,Carol
32660,CONFIRMED,2435,2025-08-26T00:00:00,Dave
32661,SHIPPED,506,2025-01-24T00:00:00,Jack
32662,CONFIRMED,1162,2025-07-09T00:00:00,Alice
32663,CONFIRMED,3586,2025-02-24T00:00:00,Iris
32664,CONFIRMED,8593,2025-02-09T00:00:00,Dave
32665,CANCELLED,397,2025-06-18T00:00:00,Eve
32666,CONFIRMED,5549,2025-05-23T00:00:00,Carol
32667,CONFIRMED,9738,2025-06-29T00:00:00,Henry
32668,CONFIRMED,5377,2025-09-03T00:00:00,Frank
32669,CONFIRMED,4494,2025-10-24T00:00:00,Frank
32670,SHIPPED,703,2025-02-08T00:00:00,Iris
32671,CONFIRMED,4081,2025-09-28T00:00:00,Henry
32672,CONFIRMED,6366,2025-04-20T00:00:00,Henry
32673,SHIPPED,5280,2025-09-20T00:00:00,Henry
32674,CONFIRMED,5786,2025-03-24T00:00:00,Henry
32675,SHIPPED,969,2025-11-08T00:00:00,Henry
32676,SHIPPED,486,2025-11-09T00:00:00,Alice
32677,CONFIRMED,6191,2025-03-28T00:00:00,Henry
32678,CONFIRMED,3246,2025-05-29T00:00:00,Frank
32679,CONFIRMED,7554,2025-03-22T00:00:00,Henry
32680,CONFIRMED,9238,2025-07-04T00:00:00,Iris
32681,SHIPPED,4086,2025-05-04T00:00:00,Henry
32682,CANCELLED,2765,2025-07-20T00:00:00,Bob
32683,SHIPPED,4428,2025-07-22T00:00:00,Jack
32684,SHIPPED,7731,2025-10-10T00:00:00,Bob
32685,SHIPPED,4848,2025-07-12T00:00:00,Dave
32686,CONFIRMED,698,2025-08-22T00:00:00,Dave
32687,SHIPPED,6057,2025-01-13T00:00:00,Grace
32688,SHIPPED,8309,2025-03-10T00:00:00,Alice
32689,SHIPPED,9634,2025-01-29T00:00:00,Iris
32690,CONFIRMED,4138,2025-03-19T00:00:00,Henry
32691,SHIPPED,7597,2025-10-08T00:00:00,Bob
32692,CONFIRMED,3113,2025-12-21T00:00:00,Henry
32693,DRAFT,3034,2025-04-23T00:00:00,Iris
32694,SHIPPED,9486,2025-02-22T00:00:00,Iris
32695,DRAFT,983,2025-05-20T00:00:00,Grace
32696,SHIPPED,9593,2025-01-25T00:00:00,Frank
32697,SHIPPED,989,2025-06-27T00:00:00,Dave
32698,SHIPPED,7124,2025-07-21T00:00:00,Eve
32699,CONFIRMED,8046,2025-05-21T00:00:00,Carol
32700,DRAFT,5706,2025-11-24T00:00:00,Carol
32701,SHIPPED,9482,2025-10-29T00:00:00,Frank
32702,CONFIRMED,1046,2025-07-24T00:00:00,Alice
32703,DRAFT,1024,2025-03-28T00:00:00,Bob
32704,CONFIRMED,2028,2025-04-23T00:00:00,Frank
32705,CONFIRMED,8235,2025-03-15T00:00:00,Dave
32706,SHIPPED,6722,2025-04-22T00:00:00,Alice
32707,CANCELLED,1629,2025-10-21T00:00:00,Grace
32708,CONFIRMED,5690,2025-11-11T00:00:00,Iris
32709,CONFIRMED,9847,2025-06-06T00:00:00,Carol
32710,CONFIRMED,5302,2025-07-15T00:00:00,Dave
32711,SHIPPED,5557,2025-05-30T00:00:00,Alice
32712,CONFIRMED,2137,2025-05-24T00:00:00,Grace
32713,CONFIRMED,6099,2025-06-07T00:00:00,Frank
32714,CONFIRMED,1308,2025-06-03T00:00:00,Grace
32715,CONFIRMED,9887,2025-09-18T00:00:00,Iris
32716,CONFIRMED,8704,2025-06-26T00:00:00,Dave
32717,CONFIRMED,4447,2025-06-02T00:00:00,Bob
32718,CONFIRMED,8138,2025-08-21T00:00:00,Jack
32719,CONFIRMED,9257,2025-10-26T00:00:00,Dave
32720,CONFIRMED,336,2025-10-03T00:00:00,Grace
32721,SHIPPED,961,2025-03-30T00:00:00,Frank
32722,CONFIRMED,7785,2025-01-25T00:00:00,Grace
32723,CONFIRMED,84,2025-09-30T00:00:00,Frank
32724,CANCELLED,8996,2025-12-21T00:00:00,Frank
32725,SHIPPED,5089,2025-02-16T00:00:00,Iris
32726,DRAFT,5274,2025-03-07T00:00:00,Henry
32727,CONFIRMED,1193,2025-10-11T00:00:00,Carol
32728,SHIPPED,4818,2025-04-10T00:00:00,Iris
32729,CANCELLED,3600,2025-11-23T00:00:00,Eve
32730,CONFIRMED,4232,2025-03-09T00:00:00,Bob
32731,DRAFT,4600,2025-05-15T00:00:00,Grace
32732,CONFIRMED,6827,2025-03-31T00:00:00,Grace
32733,CONFIRMED,9727,2025-12-17T00:00:00,Bob
32734,SHIPPED,6605,2025-06-25T00:00:00,Henry
32735,SHIPPED,5575,2025-03-17T00:00:00,Frank
32736,CONFIRMED,1903,2025-03-22T00:00:00,Eve
32737,DRAFT,1510,2025-03-02T00:00:00,Henry
32738,CONFIRMED,4642,2025-09-16T00:00:00,Henry
32739,CONFIRMED,2462,2025-08-14T00:00:00,Grace
32740,DRAFT,9853,2025-04-30T00:00:00,Henry
32741,SHIPPED,5222,2025-11-15T00:00:00,Iris
32742,CONFIRMED,5065,2025-03-09T00:00:00,Carol
32743,CONFIRMED,2283,2025-11-11T00:00:00,Jack
32744,CONFIRMED,3102,2025-07-30T00:00:00,Henry
32745,CONFIRMED,9887,2025-12-27T00:00:00,Henry
32746,CONFIRMED,6365,2025-04-19T00:00:00,Henry
32747,CONFIRMED,4276,2025-01-27T00:00:00,Bob
32748,CANCELLED,7180,2025-09-16T00:00:00,Eve
32749,SHIPPED,622,2025-12-30T00:00:00,Eve
32750,SHIPPED,7599,2025-11-30T00:00:00,Jack
32751,CONFIRMED,6017,2025-08-02T00:00:00,Dave
32752,DRAFT,3505,2025-06-27T00:00:00,Bob
32753,SHIPPED,3783,2025-03-10T00:00:00,Dave
32754,CONFIRMED,4218,2025-03-29T00:00:00,Alice
32755,SHIPPED,7446,2025-11-29T00:00:00,Carol
32756,CONFIRMED,6594,2025-05-14T00:00:00,Jack
32757,SHIPPED,7491,2025-07-26T00:00:00,Eve
32758,SHIPPED,7834,2025-04-27T00:00:00,Bob
32759,SHIPPED,7425,2025-02-16T00:00:00,Carol
32760,CONFIRMED,8583,2025-02-27T00:00:00,Bob
32761,CONFIRMED,9186,2025-09-18T00:00:00,Jack
32762,CONFIRMED,7056,2025-10-04T00:00:00,Jack
32763,SHIPPED,9702,2025-02-25T00:00:00,Iris
32764,CONFIRMED,4909,2025-05-01T00:00:00,Bob
32765,CONFIRMED,7405,2025-03-29T00:00:00,Bob
32766,SHIPPED,7766,2025-08-23T00:00:00,Bob
32767,CONFIRMED,838,2025-12-24T00:00:00,Alice
32768,SHIPPED,2563,2025-12-13T00:00:00,Bob
32769,DRAFT,1213,2025-10-22T00:00:00,Dave
32770,SHIPPED,3427,2025-11-10T00:00:00,Eve
32771,SHIPPED,3074,2025-04-13T00:00:00,Iris
32772,CANCELLED,6739,2025-08-30T00:00:00,Bob
32773,SHIPPED,2350,2025-06-20T00:00:00,Eve
32774,CANCELLED,858,2025-11-30T00:00:00,Jack
32775,CONFIRMED,7607,2025-07-16T00:00:00,Alice
32776,SHIPPED,9217,2025-09-28T00:00:00,Grace
32777,CONFIRMED,1693,2025-11-21T00:00:00,Bob
32778,SHIPPED,369,2025-08-17T00:00:00,Dave
32779,CONFIRMED,9536,2025-11-11T00:00:00,Grace
32780,CONFIRMED,1161,2025-03-22T00:00:00,Eve
32781,CONFIRMED,6654,2025-12-20T00:00:00,Iris
32782,SHIPPED,9142,2025-03-29T00:00:00,Iris
32783,CONFIRMED,8763,2025-08-25T00:00:00,Jack
32784,CONFIRMED,3850,2025-03-09T00:00:00,Jack
32785,CONFIRMED,9398,2025-01-06T00:00:00,Frank
32786,CONFIRMED,8675,2025-02-04T00:00:00,Carol
32787,DRAFT,1843,2025-05-30T00:00:00,Jack
32788,SHIPPED,2996,2025-05-22T00:00:00,Carol
32789,SHIPPED,8506,2025-02-16T00:00:00,Bob
32790,CANCELLED,4450,2025-05-30T00:00:00,Bob
32791,CONFIRMED,8411,2025-05-29T00:00:00,Henry
32792,CONFIRMED,6953,2025-03-16T00:00:00,Alice
32793,CONFIRMED,2699,2025-07-01T00:00:00,Bob
32794,SHIPPED,4753,2025-05-17T00:00:00,Eve
32795,CANCELLED,6227,2025-05-04T00:00:00,Grace
32796,CONFIRMED,9615,2025-04-01T00:00:00,Eve
32797,SHIPPED,5403,2025-03-22T00:00:00,Grace
32798,CONFIRMED,9187,2025-10-20T00:00:00,Frank
32799,CONFIRMED,8565,2025-04-23T00:00:00,Dave
32800,CONFIRMED,2675,2025-06-23T00:00:00,Dave
32801,CONFIRMED,4384,2025-02-04T00:00:00,Henry
32802,CONFIRMED,1480,2025-01-06T00:00:00,Frank
32803,SHIPPED,4943,2025-10-23T00:00:00,Alice
32804,CONFIRMED,9499,2025-05-29T00:00:00,Henry
32805,CONFIRMED,8816,2025-03-29T00:00:00,Iris
32806,CONFIRMED,8758,2025-11-26T00:00:00,Eve
32807,CONFIRMED,8202,2025-08-29T00:00:00,Eve
32808,CONFIRMED,9616,2025-10-07T00:00:00,Alice
32809,CONFIRMED,4228,2025-10-08T00:00:00,Bob
32810,CONFIRMED,2478,2025-11-13T00:00:00,Dave
32811,SHIPPED,9281,2025-01-24T00:00:00,Alice
32812,SHIPPED,7880,2025-03-13T00:00:00,Bob
32813,CONFIRMED,8332,2025-09-11T00:00:00,Alice
32814,SHIPPED,3153,2025-03-04T00:00:00,Dave
32815,SHIPPED,8221,2025-03-03T00:00:00,Grace
32816,SHIPPED,3702,2025-05-13T00:00:00,Dave
32817,SHIPPED,5734,2025-12-27T00:00:00,Bob
32818,CONFIRMED,749,2025-06-01T00:00:00,Eve
32819,CONFIRMED,4360,2025-03-05T00:00:00,Iris
32820,SHIPPED,7172,2025-12-15T00:00:00,Frank
32821,SHIPPED,569,2025-09-17T00:00:00,Dave
32822,CONFIRMED,1355,2025-12-06T00:00:00,Jack
32823,SHIPPED,2155,2025-04-06T00:00:00,Grace
32824,CANCELLED,9113,2025-09-22T00:00:00,Alice
32825,CONFIRMED,4313,2025-10-03T00:00:00,Eve
32826,DRAFT,5569,2025-07-14T00:00:00,Alice
32827,CONFIRMED,6317,2025-05-14T00:00:00,Carol
32828,CONFIRMED,8382,2025-11-04T00:00:00,Carol
32829,SHIPPED,3211,2025-06-11T00:00:00,Iris
32830,SHIPPED,6469,2025-07-21T00:00:00,Grace
32831,CONFIRMED,3240,2025-03-04T00:00:00,Eve
32832,DRAFT,8379,2025-02-18T00:00:00,Jack
32833,CONFIRMED,8977,2025-11-04T00:00:00,Grace
32834,CONFIRMED,8013,2025-07-12T00:00:00,Grace
32835,SHIPPED,4606,2025-02-28T00:00:00,Dave
32836,CONFIRMED,8035,2025-03-13T00:00:00,Grace
32837,SHIPPED,2577,2025-10-19T00:00:00,Dave
32838,SHIPPED,3716,2025-09-08T00:00:00,Carol
32839,SHIPPED,4461,2025-01-21T00:00:00,Grace
32840,CONFIRMED,5738,2025-11-11T00:00:00,Grace
32841,SHIPPED,8059,2025-03-09T00:00:00,Henry
32842,CONFIRMED,9449,2025-02-13T00:00:00,Jack
32843,CONFIRMED,2102,2025-10-30T00:00:00,Jack
32844,CONFIRMED,2910,2025-10-13T00:00:00,Alice
32845,CONFIRMED,8369,2025-09-22T00:00:00,Dave
32846,CONFIRMED,8195,2025-09-24T00:00:00,Frank
32847,CONFIRMED,6002,2025-01-11T00:00:00,Jack
32848,CONFIRMED,3296,2025-01-18T00:00:00,Grace
32849,CONFIRMED,569,2025-06-04T00:00:00,Bob
32850,SHIPPED,4770,2025-06-05T00:00:00,Jack
32851,SHIPPED,2735,2025-01-23T00:00:00,Alice
32852,SHIPPED,4948,2025-04-28T00:00:00,Frank
32853,CONFIRMED,9271,2025-03-24T00:00:00,Frank
32854,CONFIRMED,7033,2025-11-26T00:00:00,Dave
32855,CONFIRMED,2827,2025-03-22T00:00:00,Iris
32856,CONFIRMED,8990,2025-10-04T00:00:00,Frank
32857,CONFIRMED,3660,2025-05-17T00:00:00,Jack
32858,SHIPPED,8391,2025-05-22T00:00:00,Bob
32859,SHIPPED,5180,2025-03-17T00:00:00,Jack
32860,CONFIRMED,4513,2025-11-29T00:00:00,Bob
32861,CONFIRMED,7605,2025-06-06T00:00:00,Bob
32862,DRAFT,1247,2025-12-14T00:00:00,Frank
32863,CONFIRMED,9083,2025-07-25T00:00:00,Bob
32864,CONFIRMED,3379,2025-06-07T00:00:00,Eve
32865,SHIPPED,2032,2025-06-05T00:00:00,Dave
32866,SHIPPED,7282,2025-03-06T00:00:00,Jack
32867,CONFIRMED,5223,2025-07-14T00:00:00,Henry
32868,CONFIRMED,4491,2025-01-22T00:00:00,Dave
32869,SHIPPED,7838,2025-02-11T00:00:00,Eve
32870,DRAFT,8159,2025-10-17T00:00:00,Alice
32871,CONFIRMED,4279,2025-09-16T00:00:00,Grace
32872,CONFIRMED,3252,2025-12-15T00:00:00,Iris
32873,CONFIRMED,8080,2025-01-23T00:00:00,Eve
32874,DRAFT,1091,2025-01-09T00:00:00,Carol
32875,SHIPPED,8960,2025-04-02T00:00:00,Bob
32876,CONFIRMED,7916,2025-12-14T00:00:00,Grace
32877,SHIPPED,7168,2025-05-22T00:00:00,Eve
32878,SHIPPED,9940,2025-04-07T00:00:00,Jack
32879,CONFIRMED,6402,2025-04-30T00:00:00,Frank
32880,CONFIRMED,6764,2025-01-24T00:00:00,Grace
32881,SHIPPED,807,2025-05-14T00:00:00,Bob
32882,SHIPPED,3540,2025-08-08T00:00:00,Frank
32883,CANCELLED,9793,2025-01-13T00:00:00,Eve
32884,SHIPPED,388,2025-09-01T00:00:00,Jack
32885,SHIPPED,6005,2025-06-05T00:00:00,Carol
32886,CONFIRMED,1058,2025-09-17T00:00:00,Jack
32887,CONFIRMED,4785,2025-11-04T00:00:00,Henry
32888,CONFIRMED,7881,2025-10-30T00:00:00,Carol
32889,CONFIRMED,6246,2025-02-09T00:00:00,Dave
32890,CANCELLED,3923,2025-09-12T00:00:00,Bob
32891,DRAFT,9315,2025-03-03T00:00:00,Alice
32892,CANCELLED,5320,2025-07-13T00:00:00,Carol
32893,CONFIRMED,7663,2025-06-27T00:00:00,Alice
32894,CONFIRMED,9734,2025-10-02T00:00:00,Henry
32895,DRAFT,56,2025-09-19T00:00:00,Frank
32896,CONFIRMED,2157,2025-08-15T00:00:00,Jack
32897,CONFIRMED,6796,2025-06-10T00:00:00,Grace
32898,CONFIRMED,2552,2025-04-01T00:00:00,Bob
32899,CONFIRMED,3234,2025-04-30T00:00:00,Grace
32900,CONFIRMED,5493,2025-09-09T00:00:00,Iris
32901,CONFIRMED,1679,2025-05-06T00:00:00,Iris
32902,CONFIRMED,593,2025-04-18T00:00:00,Alice
32903,SHIPPED,3603,2025-11-24T00:00:00,Dave
32904,CANCELLED,9151,2025-12-31T00:00:00,Jack
32905,CONFIRMED,2062,2025-02-17T00:00:00,Alice
32906,CONFIRMED,5095,2025-01-06T00:00:00,Dave
32907,CANCELLED,4571,2025-10-07T00:00:00,Jack
32908,SHIPPED,881,2025-06-18T00:00:00,Grace
32909,SHIPPED,5684,2025-07-28T00:00:00,Bob
32910,CONFIRMED,7702,2025-04-20T00:00:00,Dave
32911,CONFIRMED,1085,2025-08-22T00:00:00,Eve
32912,DRAFT,6747,2025-06-25T00:00:00,Henry
32913,SHIPPED,6852,2025-02-24T00:00:00,Grace
32914,CANCELLED,3554,2025-03-11T00:00:00,Carol
32915,CANCELLED,1607,2025-12-23T00:00:00,Frank
32916,SHIPPED,8232,2025-06-07T00:00:00,Bob
32917,CANCELLED,3158,2025-12-22T00:00:00,Alice
32918,CONFIRMED,3790,2025-05-06T00:00:00,Carol
32919,SHIPPED,9335,2025-12-04T00:00:00,Carol
32920,SHIPPED,9150,2025-12-16T00:00:00,Iris
32921,SHIPPED,1621,2025-03-05T00:00:00,Frank
32922,CONFIRMED,9949,2025-03-17T00:00:00,Frank
32923,DRAFT,9669,2025-11-06T00:00:00,Bob
32924,CONFIRMED,5936,2025-07-30T00:00:00,Henry
32925,CONFIRMED,1566,2025-08-17T00:00:00,Dave
32926,CONFIRMED,2850,2025-08-26T00:00:00,Carol
32927,CONFIRMED,3582,2025-02-23T00:00:00,Alice
32928,DRAFT,5247,2025-06-16T00:00:00,Alice
32929,CONFIRMED,4717,2025-11-09T00:00:00,Alice
32930,CANCELLED,8229,2025-01-01T00:00:00,Jack
32931,SHIPPED,6763,2025-08-14T00:00:00,Dave
32932,CONFIRMED,7048,2025-02-20T00:00:00,Henry
32933,DRAFT,9428,2025-04-09T00:00:00,Bob
32934,SHIPPED,1877,2025-08-05T00:00:00,Grace
32935,CONFIRMED,6380,2025-05-11T00:00:00,Bob
32936,SHIPPED,3259,2025-04-16T00:00:00,Grace
32937,CANCELLED,7541,2025-04-04T00:00:00,Henry
32938,SHIPPED,3536,2025-07-02T00:00:00,Bob
32939,SHIPPED,1410,2025-04-30T00:00:00,Bob
32940,CANCELLED,406,2025-12-25T00:00:00,Grace
32941,CONFIRMED,5088,2025-01-01T00:00:00,Eve
32942,CONFIRMED,7470,2025-04-26T00:00:00,Iris
32943,DRAFT,8424,2025-05-05T00:00:00,Henry
32944,CONFIRMED,7283,2025-11-20T00:00:00,Alice
32945,CONFIRMED,8101,2025-03-14T00:00:00,Bob
32946,DRAFT,1316,2025-05-19T00:00:00,Jack
32947,CONFIRMED,215,2025-01-13T00:00:00,Iris
32948,CONFIRMED,294,2025-12-28T00:00:00,Grace
32949,SHIPPED,21,2025-08-10T00:00:00,Frank
32950,SHIPPED,250,2025-09-27T00:00:00,Iris
32951,SHIPPED,1798,2025-12-22T00:00:00,Dave
32952,SHIPPED,6193,2025-02-20T00:00:00,Alice
32953,CONFIRMED,486,2025-03-15T00:00:00,Iris
32954,DRAFT,4371,2025-01-21T00:00:00,Bob
32955,CONFIRMED,2009,2025-06-15T00:00:00,Iris
32956,SHIPPED,9743,2025-05-23T00:00:00,Grace
32957,CONFIRMED,6179,2025-06-13T00:00:00,Alice
32958,CONFIRMED,8083,2025-10-05T00:00:00,Jack
32959,CONFIRMED,2617,2025-06-21T00:00:00,Carol
32960,SHIPPED,6359,2025-11-03T00:00:00,Henry
32961,CONFIRMED,1289,2025-01-10T00:00:00,Grace
32962,SHIPPED,6152,2025-05-23T00:00:00,Dave
32963,CONFIRMED,4645,2025-08-31T00:00:00,Dave
32964,CONFIRMED,5473,2025-01-15T00:00:00,Eve
32965,SHIPPED,980,2025-05-01T00:00:00,Carol
32966,CONFIRMED,3227,2025-05-16T00:00:00,Carol
32967,SHIPPED,3707,2025-04-21T00:00:00,Frank
32968,CONFIRMED,1526,2025-10-17T00:00:00,Henry
32969,CONFIRMED,7902,2025-04-30T00:00:00,Frank
32970,SHIPPED,723,2025-05-02T00:00:00,Frank
32971,SHIPPED,1356,2025-06-14T00:00:00,Frank
32972,CONFIRMED,5459,2025-06-05T00:00:00,Frank
32973,SHIPPED,7308,2025-08-13T00:00:00,Bob
32974,SHIPPED,4617,2025-05-31T00:00:00,Jack
32975,SHIPPED,7436,2025-10-19T00:00:00,Iris
32976,SHIPPED,9265,2025-11-27T00:00:00,Carol
32977,CONFIRMED,6126,2025-07-05T00:00:00,Dave
32978,CONFIRMED,841,2025-10-06T00:00:00,Jack
32979,SHIPPED,6252,2025-07-16T00:00:00,Jack
32980,SHIPPED,519,2025-03-05T00:00:00,Carol
32981,CONFIRMED,1176,2025-08-12T00:00:00,Alice
32982,CONFIRMED,5869,2025-11-23T00:00:00,Eve
32983,CONFIRMED,4444,2025-07-23T00:00:00,Frank
32984,SHIPPED,8752,2025-10-03T00:00:00,Grace
32985,CONFIRMED,9519,2025-08-26T00:00:00,Iris
32986,CONFIRMED,5860,2025-10-20T00:00:00,Dave
32987,CONFIRMED,2923,2025-01-23T00:00:00,Jack
32988,CONFIRMED,8440,2025-03-15T00:00:00,Eve
32989,SHIPPED,957,2025-06-05T00:00:00,Dave
32990,CONFIRMED,3414,2025-06-13T00:00:00,Alice
32991,CONFIRMED,8833,2025-01-06T00:00:00,Jack
32992,CONFIRMED,1533,2025-09-27T00:00:00,Grace
32993,CANCELLED,6549,2025-08-19T00:00:00,Dave
32994,CONFIRMED,7223,2025-10-21T00:00:00,Dave
32995,CONFIRMED,4747,2025-10-06T00:00:00,Jack
32996,CONFIRMED,8020,2025-01-10T00:00:00,Jack
32997,SHIPPED,21,2025-06-05T00:00:00,Jack
32998,CONFIRMED,4372,2025-02-27T00:00:00,Carol
32999,SHIPPED,786,2025-05-19T00:00:00,Iris
33000,SHIPPED,9677,2025-06-18T00:00:00,Henry
33001,CONFIRMED,4043,2025-03-04T00:00:00,Grace
33002,CONFIRMED,9395,2025-12-08T00:00:00,Carol
33003,CONFIRMED,93,2025-09-13T00:00:00,Frank
33004,CONFIRMED,7150,2025-06-24T00:00:00,Iris
33005,CONFIRMED,2188,2025-12-02T00:00:00,Iris
33006,DRAFT,4678,2025-12-18T00:00:00,Carol
33007,DRAFT,3151,2025-05-08T00:00:00,Grace
33008,CANCELLED,2307,2025-02-22T00:00:00,Eve
33009,SHIPPED,4719,2025-01-20T00:00:00,Grace
33010,CONFIRMED,8460,2025-04-26T00:00:00,Frank
33011,CONFIRMED,402,2025-12-17T00:00:00,Henry
33012,CONFIRMED,6228,2025-09-22T00:00:00,Henry
33013,SHIPPED,2954,2025-01-19T00:00:00,Dave
33014,CONFIRMED,1570,2025-05-24T00:00:00,Dave
33015,SHIPPED,5481,2025-06-25T00:00:00,Bob
33016,SHIPPED,2231,2025-03-07T00:00:00,Bob
33017,SHIPPED,6954,2025-09-13T00:00:00,Carol
33018,CONFIRMED,3194,2025-12-07T00:00:00,Carol
33019,SHIPPED,950,2025-04-07T00:00:00,Carol
33020,CONFIRMED,7958,2025-04-02T00:00:00,Henry
33021,DRAFT,574,2025-10-29T00:00:00,Iris
33022,CONFIRMED,6881,2025-11-29T00:00:00,Jack
33023,SHIPPED,9636,2025-09-09T00:00:00,Jack
33024,CONFIRMED,8811,2025-03-16T00:00:00,Iris
33025,SHIPPED,716,2025-03-27T00:00:00,Frank
33026,CONFIRMED,6559,2025-03-06T00:00:00,Dave
33027,SHIPPED,7269,2025-07-23T00:00:00,Carol
33028,CANCELLED,6177,2025-06-15T00:00:00,Frank
33029,CONFIRMED,8162,2025-05-28T00:00:00,Carol
33030,CANCELLED,4277,2025-03-01T00:00:00,Grace
33031,CONFIRMED,8289,2025-07-15T00:00:00,Dave
33032,SHIPPED,4468,2025-09-08T00:00:00,Iris
33033,CONFIRMED,6639,2025-12-10T00:00:00,Carol
33034,CONFIRMED,9833,2025-02-02T00:00:00,Eve
33035,CANCELLED,3157,2025-01-31T00:00:00,Bob
33036,CONFIRMED,3155,2025-10-11T00:00:00,Henry
33037,SHIPPED,3648,2025-07-24T00:00:00,Eve
33038,CONFIRMED,5057,2025-05-04T00:00:00,Jack
33039,DRAFT,8069,2025-06-09T00:00:00,Eve
33040,CONFIRMED,2933,2025-04-08T00:00:00,Dave
33041,CONFIRMED,4133,2025-12-01T00:00:00,Bob
33042,CONFIRMED,9956,2025-04-17T00:00:00,Henry
33043,DRAFT,85,2025-06-26T00:00:00,Alice
33044,DRAFT,667,2025-07-20T00:00:00,Bob
33045,DRAFT,8779,2025-11-09T00:00:00,Frank
33046,CANCELLED,6183,2025-10-20T00:00:00,Henry
33047,CONFIRMED,1595,2025-08-10T00:00:00,Iris
33048,CONFIRMED,7654,2025-03-10T00:00:00,Alice
33049,SHIPPED,1266,2025-08-23T00:00:00,Carol
33050,CONFIRMED,2761,2025-04-16T00:00:00,Bob
33051,CONFIRMED,6202,2025-09-22T00:00:00,Henry
33052,CONFIRMED,3319,2025-03-12T00:00:00,Iris
33053,CONFIRMED,8580,2025-04-07T00:00:00,Bob
33054,SHIPPED,4334,2025-06-01T00:00:00,Frank
33055,CANCELLED,9297,2025-05-25T00:00:00,Carol
33056,SHIPPED,8290,2025-04-04T00:00:00,Carol
33057,SHIPPED,5069,2025-11-08T00:00:00,Henry
33058,SHIPPED,1231,2025-01-02T00:00:00,Henry
33059,DRAFT,2915,2025-03-01T00:00:00,Henry
33060,SHIPPED,8417,2025-11-30T00:00:00,Bob
33061,SHIPPED,2466,2025-02-01T00:00:00,Jack
33062,CONFIRMED,9090,2025-02-04T00:00:00,Iris
33063,CONFIRMED,9102,2025-08-06T00:00:00,Carol
33064,CONFIRMED,508,2025-04-17T00:00:00,Frank
33065,CANCELLED,834,2025-07-30T00:00:00,Iris
33066,CONFIRMED,7872,2025-06-24T00:00:00,Dave
33067,CONFIRMED,7154,2025-06-25T00:00:00,Iris
33068,CONFIRMED,9311,2025-12-04T00:00:00,Grace
33069,SHIPPED,2504,2025-02-27T00:00:00,Jack
33070,DRAFT,1443,2025-03-05T00:00:00,Eve
33071,CONFIRMED,4815,2025-08-29T00:00:00,Jack
33072,SHIPPED,7173,2025-04-29T00:00:00,Henry
33073,CONFIRMED,62,2025-12-03T00:00:00,Carol
33074,CONFIRMED,3491,2025-12-21T00:00:00,Carol
33075,CONFIRMED,8517,2025-11-16T00:00:00,Jack
33076,DRAFT,8933,2025-06-23T00:00:00,Henry
33077,CANCELLED,4579,2025-04-16T00:00:00,Alice
33078,CONFIRMED,1453,2025-07-04T00:00:00,Grace
33079,SHIPPED,8412,2025-08-14T00:00:00,Carol
33080,CONFIRMED,6067,2025-07-03T00:00:00,Alice
33081,CONFIRMED,1377,2025-11-27T00:00:00,Alice
33082,SHIPPED,5636,2025-03-31T00:00:00,Eve
33083,CANCELLED,2401,2025-08-23T00:00:00,Iris
33084,CONFIRMED,1945,2025-10-17T00:00:00,Carol
